,FYear,FMonth,FDay,FD06,Departure,CityDeparture,Arrival,CityArrival,WeekOfYear,Trimester,Distance,Start,Finish
1959,2011,10,04,1.0,0,0,4,4,40.0,3.0,5,SE,SE
1960,2012,12,31,0.0,2,2,0,0,1.0,3.0,37,SE,SE
1961,2012,11,12,0.0,0,0,4,4,46.0,3.0,5,SE,SE
1962,2012,07,28,5.0,8,12,12,14,30.0,2.0,16,NE,SE
1963,2012,03,02,4.0,6,13,10,9,9.0,1.0,47,NE,SW
1964,2012,03,01,3.0,2,2,11,12,9.0,1.0,59,SE,NE
1965,2012,01,15,6.0,7,7,15,3,2.0,1.0,13,SE,NE
1966,2011,12,11,6.0,19,17,1,1,49.0,3.0,53,SW,NE
1967,2012,09,16,6.0,4,4,11,12,37.0,3.0,30,SE,NE
1968,2012,05,23,2.0,6,13,0,0,21.0,1.0,3,NE,SE
1969,2012,04,22,6.0,0,0,3,5,16.0,1.0,26,SE,SW
1970,2012,07,14,5.0,18,18,3,5,28.0,2.0,25,NW,SW
1971,2012,08,30,3.0,15,3,7,7,35.0,2.0,13,NE,SE
1972,2011,12,26,0.0,11,12,0,0,52.0,3.0,6,NE,SE
1973,2011,11,20,6.0,18,18,3,5,46.0,3.0,25,NW,SW
1974,2011,10,12,2.0,15,3,18,18,41.0,3.0,42,NE,NW
1975,2012,02,15,2.0,13,10,8,12,7.0,1.0,19,SE,NE
1976,2012,04,30,0.0,0,0,3,5,18.0,1.0,26,SE,SW
1977,2012,04,09,0.0,9,8,4,4,15.0,1.0,24,SW,SE
1978,2012,12,26,2.0,16,15,15,3,52.0,3.0,7,SE,NE
1979,2012,07,22,6.0,11,12,13,10,29.0,2.0,20,NE,SE
1980,2011,09,03,5.0,19,17,3,5,35.0,3.0,23,SW,SW
1981,2012,11,04,6.0,19,17,4,4,44.0,3.0,32,SW,SE
1982,2012,10,17,2.0,1,1,15,3,42.0,3.0,22,NE,NE
1983,2012,01,15,6.0,0,0,10,9,2.0,1.0,40,SE,SW
1984,2011,12,04,6.0,15,3,0,0,48.0,3.0,60,NE,SE
1985,2012,08,27,0.0,1,1,0,0,35.0,2.0,18,NE,SE
1986,2012,11,04,6.0,10,9,3,5,44.0,3.0,17,SW,SW
1987,2011,12,31,5.0,5,6,0,0,52.0,3.0,57,NE,SE
1988,2012,07,18,2.0,15,3,17,16,29.0,2.0,31,NE,SW
1989,2012,09,27,3.0,0,0,19,17,39.0,3.0,43,SE,SW
1990,2013,01,25,4.0,9,8,4,4,4.0,1.0,24,SW,SE
1991,2011,11,12,5.0,10,9,1,1,45.0,3.0,49,SW,NE
1992,2011,12,01,3.0,19,17,4,4,48.0,3.0,32,SW,SE
1993,2012,08,17,4.0,18,18,3,5,33.0,2.0,25,NW,SW
1994,2012,07,13,4.0,5,6,15,3,28.0,2.0,44,NE,NE
1995,2012,07,06,4.0,0,0,4,4,27.0,2.0,5,SE,SE
1996,2011,10,28,4.0,3,5,18,18,43.0,3.0,25,SW,NW
1997,2012,11,15,3.0,3,5,0,0,46.0,3.0,26,SW,SE
1998,2012,03,18,6.0,4,4,10,9,11.0,1.0,27,SE,SW
1999,2011,11,03,3.0,11,12,2,2,44.0,3.0,59,NE,SE
2000,2011,10,08,5.0,19,17,10,9,40.0,3.0,52,SW,SW
2001,2011,11,04,4.0,15,3,0,0,44.0,3.0,60,NE,SE
2002,2012,07,31,1.0,15,3,11,12,31.0,2.0,12,NE,NE
2003,2011,12,02,4.0,6,13,19,17,48.0,3.0,50,NE,SW
2004,2013,01,06,6.0,1,1,16,15,1.0,1.0,45,NE,SE
2005,2012,10,16,1.0,3,5,15,3,42.0,3.0,21,SW,NE
2006,2013,01,09,2.0,12,14,16,15,2.0,1.0,9,SE,SE
2007,2012,01,28,5.0,0,0,16,15,4.0,1.0,1,SE,SE
2008,2012,02,11,5.0,19,17,8,12,6.0,1.0,51,SW,NE
2009,2012,07,25,2.0,15,3,1,1,30.0,2.0,22,NE,NE
2010,2012,12,23,6.0,10,9,4,4,51.0,3.0,27,SW,SE
2011,2012,09,14,4.0,15,3,1,1,37.0,3.0,22,NE,NE
2012,2012,03,15,3.0,19,17,9,8,11.0,1.0,56,SW,SW
2013,2012,07,25,2.0,4,4,15,3,30.0,2.0,8,SE,NE
2014,2012,05,06,6.0,18,18,15,3,18.0,1.0,42,NW,NE
2015,2012,03,29,3.0,14,11,0,0,13.0,1.0,15,NE,SE
2016,2012,02,06,0.0,3,5,15,3,6.0,1.0,21,SW,NE
2017,2012,12,07,4.0,15,3,1,1,49.0,3.0,22,NE,NE
2018,2011,09,15,3.0,3,5,10,9,37.0,3.0,17,SW,SW
2019,2012,08,06,0.0,3,5,14,11,32.0,2.0,4,SW,NE
2020,2012,08,10,4.0,4,4,0,0,32.0,2.0,5,SE,SE
2021,2012,06,23,5.0,10,9,3,5,25.0,2.0,17,SW,SW
2022,2013,02,13,2.0,3,5,18,18,7.0,1.0,25,SW,NW
2023,2013,01,27,6.0,9,8,15,3,4.0,1.0,34,SW,NE
2024,2012,09,27,3.0,9,8,8,12,39.0,3.0,46,SW,NE
2025,2012,02,27,0.0,10,9,18,18,9.0,1.0,11,SW,NW
2026,2013,02,21,3.0,4,4,11,12,8.0,1.0,30,SE,NE
2027,2012,04,20,4.0,0,0,16,15,16.0,1.0,1,SE,SE
2028,2011,11,14,0.0,15,3,6,13,46.0,3.0,10,NE,NE
2029,2011,10,09,6.0,14,11,15,3,40.0,3.0,54,NE,NE
2030,2012,03,30,4.0,18,18,10,9,13.0,1.0,11,NW,SW
2031,2012,02,28,1.0,15,3,17,16,9.0,1.0,31,NE,SW
2032,2012,08,25,5.0,9,8,3,5,34.0,2.0,2,SW,SW
2033,2012,02,22,2.0,10,9,8,12,8.0,1.0,48,SW,NE
2034,2012,07,04,2.0,14,11,0,0,27.0,2.0,15,NE,SE
2035,2012,11,09,4.0,10,9,8,12,45.0,3.0,48,SW,NE
2036,2012,09,28,4.0,4,4,1,1,39.0,3.0,33,SE,NE
2037,2012,03,15,3.0,18,18,10,9,11.0,1.0,11,NW,SW
2038,2012,08,30,3.0,12,14,0,0,35.0,2.0,55,SE,SE
2039,2012,02,03,4.0,4,4,0,0,5.0,1.0,5,SE,SE
2040,2012,03,20,1.0,15,3,19,17,12.0,1.0,41,NE,SW
2041,2013,01,30,2.0,15,3,16,15,5.0,1.0,7,NE,SE
2042,2013,01,10,3.0,16,15,12,14,2.0,1.0,9,SE,SE
2043,2011,10,07,4.0,17,16,3,5,40.0,3.0,62,SW,SW
2044,2012,08,05,6.0,16,15,0,0,31.0,2.0,1,SE,SE
2045,2012,02,25,5.0,9,8,3,5,8.0,1.0,2,SW,SW
2046,2012,08,15,2.0,7,7,15,3,33.0,2.0,13,SE,NE
2047,2012,07,15,6.0,10,9,15,3,28.0,2.0,39,SW,NE
2048,2012,02,05,6.0,4,4,0,0,5.0,1.0,5,SE,SE
2049,2012,03,21,2.0,0,0,13,10,12.0,1.0,58,SE,SE
2050,2012,10,02,1.0,11,12,1,1,40.0,3.0,35,NE,NE
2051,2011,09,06,1.0,9,8,4,4,36.0,3.0,24,SW,SE
2052,2012,06,18,0.0,1,1,19,17,25.0,2.0,53,NE,SW
2053,2013,03,02,5.0,4,4,16,15,9.0,1.0,28,SE,SE
2054,2011,12,26,0.0,12,14,16,15,52.0,3.0,9,SE,SE
2055,2012,09,10,0.0,19,17,18,18,37.0,3.0,63,SW,NW
2056,2012,03,16,4.0,15,3,5,6,11.0,1.0,44,NE,NE
2057,2012,02,15,2.0,19,17,0,0,7.0,1.0,43,SW,SE
2058,2011,09,05,0.0,0,0,5,6,36.0,3.0,57,SE,NE
2059,2011,11,12,5.0,14,11,3,5,45.0,3.0,4,NE,SW
2060,2012,04,20,4.0,15,3,10,9,16.0,1.0,39,NE,SW
2061,2011,11,12,5.0,6,13,1,1,45.0,3.0,36,NE,NE
2062,2011,12,23,4.0,11,12,0,0,51.0,3.0,6,NE,SE
2063,2012,02,21,1.0,10,9,8,12,8.0,1.0,48,SW,NE
2064,2012,07,21,5.0,1,1,19,17,29.0,2.0,53,NE,SW
2065,2012,03,03,5.0,12,14,16,15,9.0,1.0,9,SE,SE
2066,2012,10,11,3.0,18,18,10,9,41.0,3.0,11,NW,SW
2067,2012,03,11,6.0,17,16,15,3,10.0,1.0,31,SW,NE
2068,2012,06,28,3.0,0,0,12,14,26.0,2.0,55,SE,SE
2069,2012,09,15,5.0,3,5,15,3,37.0,3.0,21,SW,NE
2070,2012,10,07,6.0,15,3,19,17,40.0,3.0,41,NE,SW
2071,2012,09,21,4.0,19,17,6,13,38.0,3.0,50,SW,NE
2072,2013,01,09,2.0,16,15,1,1,2.0,1.0,45,SE,NE
2073,2013,01,05,5.0,15,3,17,16,1.0,1.0,31,NE,SW
2074,2012,02,03,4.0,5,6,11,12,5.0,1.0,61,NE,NE
2075,2011,09,03,5.0,8,12,12,14,35.0,3.0,16,NE,SE
2076,2012,03,27,1.0,15,3,5,6,13.0,1.0,44,NE,NE
2077,2013,02,28,3.0,0,0,6,13,9.0,1.0,3,SE,NE
2078,2011,12,20,1.0,11,12,2,2,51.0,3.0,59,NE,SE
2079,2012,07,03,1.0,6,13,19,17,27.0,2.0,50,NE,SW
2080,2013,01,01,1.0,1,1,6,13,1.0,1.0,36,NE,NE
2081,2012,10,20,5.0,19,17,6,13,42.0,3.0,50,SW,NE
2082,2012,02,19,6.0,2,2,11,12,7.0,1.0,59,SE,NE
2083,2011,09,06,1.0,18,18,3,5,36.0,3.0,25,NW,SW
2084,2012,11,27,1.0,9,8,15,3,48.0,3.0,34,SW,NE
2085,2012,02,29,2.0,5,6,0,0,9.0,1.0,57,NE,SE
2086,2012,01,16,0.0,1,1,6,13,3.0,1.0,36,NE,NE
2087,2011,09,06,1.0,9,8,3,5,36.0,3.0,2,SW,SW
2088,2012,11,22,3.0,13,10,11,12,47.0,3.0,20,SE,NE
2089,2011,11,07,0.0,0,0,10,9,45.0,3.0,40,SE,SW
2090,2012,01,19,3.0,11,12,13,10,3.0,1.0,20,NE,SE
2091,2012,12,11,1.0,14,11,0,0,50.0,3.0,15,NE,SE
2092,2013,02,06,2.0,19,17,3,5,6.0,1.0,23,SW,SW
2093,2012,07,17,1.0,1,1,10,9,29.0,2.0,49,NE,SW
2094,2012,06,14,3.0,10,9,15,3,24.0,2.0,39,SW,NE
2095,2011,09,25,6.0,13,10,0,0,38.0,3.0,58,SE,SE
2096,2011,09,15,3.0,10,9,18,18,37.0,3.0,11,SW,NW
2097,2012,04,01,6.0,12,14,0,0,13.0,1.0,55,SE,SE
2098,2012,06,28,3.0,19,17,6,13,26.0,2.0,50,SW,NE
2099,2012,06,04,0.0,6,13,0,0,23.0,2.0,3,NE,SE
2100,2012,12,29,5.0,4,4,10,9,52.0,3.0,27,SE,SW
2101,2011,10,04,1.0,10,9,1,1,40.0,3.0,49,SW,NE
2102,2012,05,13,6.0,1,1,6,13,19.0,1.0,36,NE,NE
2103,2013,01,22,1.0,1,1,19,17,4.0,1.0,53,NE,SW
2104,2012,04,09,0.0,19,17,18,18,15.0,1.0,63,SW,NW
2105,2012,10,10,2.0,1,1,19,17,41.0,3.0,53,NE,SW
2106,2012,05,13,6.0,9,8,10,9,19.0,1.0,38,SW,SW
2107,2012,05,12,5.0,15,3,0,0,19.0,1.0,60,NE,SE
2108,2012,02,13,0.0,19,17,18,18,7.0,1.0,63,SW,NW
2109,2012,08,13,0.0,5,6,11,12,33.0,2.0,61,NE,NE
2110,2012,02,26,6.0,11,12,2,2,8.0,1.0,59,NE,SE
2111,2013,02,06,2.0,3,5,4,4,6.0,1.0,0,SW,SE
2112,2012,12,05,2.0,10,9,7,7,49.0,3.0,29,SW,SE
2113,2012,02,11,5.0,1,1,10,9,6.0,1.0,49,NE,SW
2114,2012,01,04,2.0,19,17,3,5,1.0,1.0,23,SW,SW
2115,2012,03,14,2.0,0,0,14,11,11.0,1.0,15,SE,NE
2116,2011,09,19,0.0,0,0,10,9,38.0,3.0,40,SE,SW
2117,2012,03,05,0.0,0,0,1,1,10.0,1.0,18,SE,NE
2118,2012,05,12,5.0,1,1,11,12,19.0,1.0,35,NE,NE
2119,2011,11,11,4.0,15,3,7,7,45.0,3.0,13,NE,SE
2120,2012,05,03,3.0,12,14,16,15,18.0,1.0,9,SE,SE
2121,2012,08,19,6.0,0,0,4,4,33.0,2.0,5,SE,SE
2122,2012,03,26,0.0,10,9,18,18,13.0,1.0,11,SW,NW
2123,2012,06,19,1.0,4,4,0,0,25.0,2.0,5,SE,SE
2124,2012,05,19,5.0,14,11,15,3,20.0,1.0,54,NE,NE
2125,2012,10,24,2.0,10,9,15,3,43.0,3.0,39,SW,NE
2126,2012,02,27,0.0,15,3,10,9,9.0,1.0,39,NE,SW
2127,2013,01,02,2.0,2,2,11,12,1.0,1.0,59,SE,NE
2128,2013,01,23,2.0,5,6,15,3,4.0,1.0,44,NE,NE
2129,2012,03,09,4.0,19,17,8,12,10.0,1.0,51,SW,NE
2130,2012,01,18,2.0,13,10,11,12,3.0,1.0,20,SE,NE
2131,2012,11,07,2.0,10,9,15,3,45.0,3.0,39,SW,NE
2132,2012,05,21,0.0,15,3,18,18,21.0,1.0,42,NE,NW
2133,2013,02,05,1.0,0,0,6,13,6.0,1.0,3,SE,NE
2134,2012,02,15,2.0,4,4,15,3,7.0,1.0,8,SE,NE
2135,2012,04,10,1.0,16,15,0,0,15.0,1.0,1,SE,SE
2136,2012,07,22,6.0,3,5,19,17,29.0,2.0,23,SW,SW
2137,2013,02,03,6.0,0,0,10,9,5.0,1.0,40,SE,SW
2138,2011,09,13,1.0,15,3,1,1,37.0,3.0,22,NE,NE
2139,2012,02,05,6.0,15,3,14,11,5.0,1.0,54,NE,NE
2140,2012,01,24,1.0,18,18,10,9,4.0,1.0,11,NW,SW
2141,2012,04,27,4.0,7,7,15,3,17.0,1.0,13,SE,NE
2142,2012,11,28,2.0,10,9,15,3,48.0,3.0,39,SW,NE
2143,2013,01,20,6.0,0,0,2,2,3.0,1.0,37,SE,SE
2144,2012,10,07,6.0,9,8,10,9,40.0,3.0,38,SW,SW
2145,2011,11,18,4.0,11,12,1,1,46.0,3.0,35,NE,NE
2146,2012,12,14,4.0,11,12,4,4,50.0,3.0,30,NE,SE
2147,2012,11,23,4.0,16,15,15,3,47.0,3.0,7,SE,NE
2148,2012,07,07,5.0,12,14,6,13,27.0,2.0,14,SE,NE
2149,2012,02,04,5.0,17,16,3,5,5.0,1.0,62,SW,SW
2150,2012,07,25,2.0,0,0,10,9,30.0,2.0,40,SE,SW
2151,2012,08,29,2.0,13,10,8,12,35.0,2.0,19,SE,NE
2152,2011,10,02,6.0,10,9,8,12,39.0,3.0,48,SW,NE
2153,2012,04,02,0.0,3,5,17,16,14.0,1.0,62,SW,SW
2154,2012,10,23,1.0,15,3,1,1,43.0,3.0,22,NE,NE
2155,2012,10,11,3.0,11,12,15,3,41.0,3.0,12,NE,NE
2156,2012,02,22,2.0,17,16,15,3,8.0,1.0,31,SW,NE
2157,2012,08,27,0.0,12,14,6,13,35.0,2.0,14,SE,NE
2158,2012,12,26,2.0,18,18,19,17,52.0,3.0,63,NW,SW
2159,2011,11,05,5.0,4,4,10,9,44.0,3.0,27,SE,SW
2160,2012,07,17,1.0,0,0,13,10,29.0,2.0,58,SE,SE
2161,2011,10,10,0.0,0,0,10,9,41.0,3.0,40,SE,SW
2162,2012,02,16,3.0,15,3,7,7,7.0,1.0,13,NE,SE
2163,2013,02,27,2.0,10,9,0,0,9.0,1.0,40,SW,SE
2164,2012,01,28,5.0,5,6,11,12,4.0,1.0,61,NE,NE
2165,2011,12,22,3.0,13,10,8,12,51.0,3.0,19,SE,NE
2166,2012,03,28,2.0,0,0,13,10,13.0,1.0,58,SE,SE
2167,2012,12,15,5.0,8,12,19,17,50.0,3.0,51,NE,SW
2168,2012,08,23,3.0,19,17,4,4,34.0,2.0,32,SW,SE
2169,2012,10,02,1.0,11,12,4,4,40.0,3.0,30,NE,SE
2170,2012,10,22,0.0,12,14,16,15,43.0,3.0,9,SE,SE
2171,2013,02,09,5.0,2,2,0,0,6.0,1.0,37,SE,SE
2172,2012,03,20,1.0,6,13,12,14,12.0,1.0,14,NE,SE
2173,2012,06,04,0.0,15,3,17,16,23.0,2.0,31,NE,SW
2174,2012,05,16,2.0,15,3,19,17,20.0,1.0,41,NE,SW
2175,2012,02,28,1.0,17,16,3,5,9.0,1.0,62,SW,SW
2176,2011,12,18,6.0,19,17,0,0,50.0,3.0,43,SW,SE
2177,2012,08,13,0.0,8,12,9,8,33.0,2.0,46,NE,SW
2178,2012,02,08,2.0,0,0,6,13,6.0,1.0,3,SE,NE
2179,2012,04,07,5.0,2,2,11,12,14.0,1.0,59,SE,NE
2180,2012,12,05,2.0,10,9,0,0,49.0,3.0,40,SW,SE
2181,2011,10,20,3.0,3,5,18,18,42.0,3.0,25,SW,NW
2182,2012,12,10,0.0,1,1,15,3,50.0,3.0,22,NE,NE
2183,2012,04,18,2.0,10,9,3,5,16.0,1.0,17,SW,SW
2184,2012,05,30,2.0,19,17,9,8,22.0,1.0,56,SW,SW
2185,2013,01,23,2.0,9,8,19,17,4.0,1.0,56,SW,SW
2186,2012,04,22,6.0,0,0,10,9,16.0,1.0,40,SE,SW
2187,2012,08,12,6.0,0,0,1,1,32.0,2.0,18,SE,NE
2188,2012,04,07,5.0,10,9,9,8,14.0,1.0,38,SW,SW
2189,2013,02,23,5.0,1,1,0,0,8.0,1.0,18,NE,SE
2190,2012,05,30,2.0,0,0,1,1,22.0,1.0,18,SE,NE
2191,2012,08,15,2.0,19,17,9,8,33.0,2.0,56,SW,SW
2192,2012,03,16,4.0,7,7,15,3,11.0,1.0,13,SE,NE
2193,2012,08,13,0.0,5,6,0,0,33.0,2.0,57,NE,SE
2194,2012,04,16,0.0,16,15,4,4,16.0,1.0,28,SE,SE
2195,2011,10,20,3.0,3,5,0,0,42.0,3.0,26,SW,SE
2196,2012,05,16,2.0,0,0,1,1,20.0,1.0,18,SE,NE
2197,2012,01,23,0.0,10,9,3,5,4.0,1.0,17,SW,SW
2198,2013,01,20,6.0,6,13,1,1,3.0,1.0,36,NE,NE
2199,2012,05,17,3.0,15,3,1,1,20.0,1.0,22,NE,NE
2200,2011,12,14,2.0,8,12,9,8,50.0,3.0,46,NE,SW
2201,2012,10,27,5.0,10,9,0,0,43.0,3.0,40,SW,SE
2202,2011,12,24,5.0,15,3,7,7,51.0,3.0,13,NE,SE
2203,2012,04,04,2.0,1,1,16,15,14.0,1.0,45,NE,SE
2204,2012,03,28,2.0,0,0,15,3,13.0,1.0,60,SE,NE
2205,2011,11,07,0.0,15,3,5,6,45.0,3.0,44,NE,NE
2206,2012,10,20,5.0,1,1,19,17,42.0,3.0,53,NE,SW
2207,2011,12,29,3.0,19,17,18,18,52.0,3.0,63,SW,NW
2208,2011,11,27,6.0,11,12,1,1,47.0,3.0,35,NE,NE
2209,2012,10,08,0.0,9,8,8,12,41.0,3.0,46,SW,NE
2210,2012,12,20,3.0,19,17,9,8,51.0,3.0,56,SW,SW
2211,2012,06,27,2.0,15,3,0,0,26.0,2.0,60,NE,SE
2212,2013,01,30,2.0,18,18,15,3,5.0,1.0,42,NW,NE
2213,2012,01,10,1.0,15,3,9,8,2.0,1.0,34,NE,SW
2214,2011,10,18,1.0,13,10,0,0,42.0,3.0,58,SE,SE
2215,2012,07,12,3.0,0,0,4,4,28.0,2.0,5,SE,SE
2216,2013,01,09,2.0,6,13,19,17,2.0,1.0,50,NE,SW
2217,2012,05,12,5.0,15,3,9,8,19.0,1.0,34,NE,SW
2218,2012,04,23,0.0,19,17,4,4,17.0,1.0,32,SW,SE
2219,2012,03,03,5.0,15,3,11,12,9.0,1.0,12,NE,NE
2220,2012,04,30,0.0,2,2,11,12,18.0,1.0,59,SE,NE
2221,2012,07,11,2.0,9,8,15,3,28.0,2.0,34,SW,NE
2222,2011,11,23,2.0,1,1,11,12,47.0,3.0,35,NE,NE
2223,2012,09,05,2.0,16,15,4,4,36.0,3.0,28,SE,SE
2224,2012,02,17,4.0,3,5,9,8,7.0,1.0,2,SW,SW
2225,2012,03,01,3.0,15,3,7,7,9.0,1.0,13,NE,SE
2226,2013,03,04,0.0,10,9,0,0,10.0,1.0,40,SW,SE
2227,2012,11,27,1.0,0,0,19,17,48.0,3.0,43,SE,SW
2228,2013,01,24,3.0,10,9,9,8,4.0,1.0,38,SW,SW
2229,2011,11,08,1.0,16,15,15,3,45.0,3.0,7,SE,NE
2230,2012,10,03,2.0,1,1,0,0,40.0,3.0,18,NE,SE
2231,2012,04,07,5.0,1,1,16,15,14.0,1.0,45,NE,SE
2232,2012,10,13,5.0,1,1,6,13,41.0,3.0,36,NE,NE
2233,2011,10,29,5.0,11,12,0,0,43.0,3.0,6,NE,SE
2234,2012,02,16,3.0,18,18,10,9,7.0,1.0,11,NW,SW
2235,2011,10,26,2.0,2,2,0,0,43.0,3.0,37,SE,SE
2236,2012,03,24,5.0,1,1,11,12,12.0,1.0,35,NE,NE
2237,2011,12,22,3.0,5,6,11,12,51.0,3.0,61,NE,NE
2238,2012,01,06,4.0,15,3,3,5,1.0,1.0,21,NE,SW
2239,2012,10,09,1.0,15,3,9,8,41.0,3.0,34,NE,SW
2240,2012,11,08,3.0,18,18,10,9,45.0,3.0,11,NW,SW
2241,2012,11,09,4.0,19,17,9,8,45.0,3.0,56,SW,SW
2242,2012,04,03,1.0,4,4,1,1,14.0,1.0,33,SE,NE
2243,2013,02,10,6.0,4,4,0,0,6.0,1.0,5,SE,SE
2244,2012,10,29,0.0,18,18,15,3,44.0,3.0,42,NW,NE
2245,2013,01,10,3.0,18,18,3,5,2.0,1.0,25,NW,SW
2246,2012,10,12,4.0,17,16,15,3,41.0,3.0,31,SW,NE
2247,2012,02,29,2.0,15,3,11,12,9.0,1.0,12,NE,NE
2248,2011,12,23,4.0,2,2,0,0,51.0,3.0,37,SE,SE
2249,2012,09,02,6.0,3,5,15,3,35.0,3.0,21,SW,NE
2250,2012,05,02,2.0,2,2,0,0,18.0,1.0,37,SE,SE
2251,2011,11,17,3.0,9,8,15,3,46.0,3.0,34,SW,NE
2252,2012,05,22,1.0,13,10,0,0,21.0,1.0,58,SE,SE
2253,2012,04,15,6.0,4,4,0,0,15.0,1.0,5,SE,SE
2254,2013,03,04,0.0,14,11,3,5,10.0,1.0,4,NE,SW
2255,2012,02,24,4.0,0,0,15,3,8.0,1.0,60,SE,NE
2256,2012,10,14,6.0,17,16,3,5,41.0,3.0,62,SW,SW
2257,2012,01,17,1.0,11,12,13,10,3.0,1.0,20,NE,SE
2258,2012,11,10,5.0,13,10,11,12,45.0,3.0,20,SE,NE
2259,2011,11,03,3.0,16,15,15,3,44.0,3.0,7,SE,NE
2260,2011,12,15,3.0,19,17,1,1,50.0,3.0,53,SW,NE
2261,2012,12,08,5.0,3,5,14,11,49.0,3.0,4,SW,NE
2262,2012,03,28,2.0,13,10,8,12,13.0,1.0,19,SE,NE
2263,2012,05,12,5.0,4,4,9,8,19.0,1.0,24,SE,SW
2264,2011,12,21,2.0,10,9,18,18,51.0,3.0,11,SW,NW
2265,2012,09,07,4.0,15,3,4,4,36.0,3.0,8,NE,SE
2266,2012,03,01,3.0,0,0,1,1,9.0,1.0,18,SE,NE
2267,2012,11,02,4.0,19,17,0,0,44.0,3.0,43,SW,SE
2268,2011,09,20,1.0,14,11,0,0,38.0,3.0,15,NE,SE
2269,2013,01,09,2.0,15,3,10,9,2.0,1.0,39,NE,SW
2270,2011,12,13,1.0,15,3,7,7,50.0,3.0,13,NE,SE
2271,2013,01,11,4.0,13,10,0,0,2.0,1.0,58,SE,SE
2272,2012,02,09,3.0,0,0,16,15,6.0,1.0,1,SE,SE
2273,2012,08,08,2.0,9,8,3,5,32.0,2.0,2,SW,SW
2274,2012,08,03,4.0,15,3,5,6,31.0,2.0,44,NE,NE
2275,2013,02,21,3.0,2,2,0,0,8.0,1.0,37,SE,SE
2276,2012,06,08,4.0,0,0,15,3,23.0,2.0,60,SE,NE
2277,2012,05,09,2.0,9,8,19,17,19.0,1.0,56,SW,SW
2278,2011,10,01,5.0,10,9,6,13,39.0,3.0,47,SW,NE
2279,2011,09,07,2.0,4,4,3,5,36.0,3.0,0,SE,SW
2280,2012,01,29,6.0,15,3,5,6,4.0,1.0,44,NE,NE
2281,2012,08,24,4.0,9,8,3,5,34.0,2.0,2,SW,SW
2282,2012,01,09,0.0,15,3,9,8,2.0,1.0,34,NE,SW
2283,2011,10,31,0.0,16,15,4,4,44.0,3.0,28,SE,SE
2284,2012,01,25,2.0,19,17,15,3,4.0,1.0,41,SW,NE
2285,2012,01,19,3.0,15,3,5,6,3.0,1.0,44,NE,NE
2286,2012,10,15,0.0,10,9,15,3,42.0,3.0,39,SW,NE
2287,2012,06,22,4.0,10,9,18,18,25.0,2.0,11,SW,NW
2288,2012,10,25,3.0,15,3,10,9,43.0,3.0,39,NE,SW
2289,2012,04,02,0.0,11,12,1,1,14.0,1.0,35,NE,NE
2290,2012,11,19,0.0,4,4,10,9,47.0,3.0,27,SE,SW
2291,2013,02,25,0.0,10,9,3,5,9.0,1.0,17,SW,SW
2292,2012,12,10,0.0,0,0,11,12,50.0,3.0,6,SE,NE
2293,2012,12,04,1.0,4,4,1,1,49.0,3.0,33,SE,NE
2294,2011,10,21,4.0,1,1,0,0,42.0,3.0,18,NE,SE
2295,2012,11,30,4.0,9,8,10,9,48.0,3.0,38,SW,SW
2296,2012,06,03,6.0,0,0,15,3,22.0,2.0,60,SE,NE
2297,2012,12,30,6.0,15,3,19,17,52.0,3.0,41,NE,SW
2298,2011,10,25,1.0,10,9,8,12,43.0,3.0,48,SW,NE
2299,2012,09,03,0.0,1,1,16,15,36.0,3.0,45,NE,SE
2300,2012,10,18,3.0,19,17,4,4,42.0,3.0,32,SW,SE
2301,2011,10,26,2.0,3,5,19,17,43.0,3.0,23,SW,SW
2302,2012,02,25,5.0,3,5,18,18,8.0,1.0,25,SW,NW
2303,2012,04,16,0.0,15,3,0,0,16.0,1.0,60,NE,SE
2304,2012,11,29,3.0,15,3,18,18,48.0,3.0,42,NE,NW
2305,2012,10,29,0.0,2,2,0,0,44.0,3.0,37,SE,SE
2306,2013,01,26,5.0,15,3,18,18,4.0,1.0,42,NE,NW
2307,2011,10,10,0.0,6,13,15,3,41.0,3.0,10,NE,NE
2308,2011,09,12,0.0,1,1,0,0,37.0,3.0,18,NE,SE
2309,2012,08,07,1.0,4,4,19,17,32.0,2.0,32,SE,SW
2310,2012,03,03,5.0,4,4,10,9,9.0,1.0,27,SE,SW
2311,2012,12,13,3.0,14,11,15,3,50.0,3.0,54,NE,NE
2312,2013,01,25,4.0,15,3,0,0,4.0,1.0,60,NE,SE
2313,2012,04,08,6.0,16,15,0,0,14.0,1.0,1,SE,SE
2314,2012,10,02,1.0,4,4,19,17,40.0,3.0,32,SE,SW
2315,2011,11,12,5.0,0,0,3,5,45.0,3.0,26,SE,SW
2316,2012,01,31,1.0,6,13,1,1,5.0,1.0,36,NE,NE
2317,2011,09,10,5.0,11,12,0,0,36.0,3.0,6,NE,SE
2318,2013,02,18,0.0,0,0,1,1,8.0,1.0,18,SE,NE
2319,2012,09,22,5.0,9,8,8,12,38.0,3.0,46,SW,NE
2320,2011,09,07,2.0,0,0,5,6,36.0,3.0,57,SE,NE
2321,2013,01,08,1.0,3,5,0,0,2.0,1.0,26,SW,SE
2322,2012,08,06,0.0,10,9,19,17,32.0,2.0,52,SW,SW
2323,2011,11,28,0.0,3,5,18,18,48.0,3.0,25,SW,NW
2324,2011,09,26,0.0,7,7,10,9,39.0,3.0,29,SE,SW
